KG id,KG name,KG SPARQL endpoint,RDF dump link,Ontology,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,R1.1 Machine- or human-readable license retrievable via any primary source,"R1.2 Publisher information, such as authors, contributors, publishers, and sources",R1.3-D Data organized in a standardized way,R1.3-M Metadata are described with VoID/DCAT predicates,R score,FAIR score
classical_temples,Temples of the Classical World,,[],False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0,0.75,2.32
Copyright_Free_Music,Copyright Free Music,,[],False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0,0.75,2.32
culturalinkeddata,CulturaLinkedData,http://cultura.linkeddata.es/sparql,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,0,1,1,0,0.5,1.81
data-bnf-fr,data.bnf.fr - Bibliothèque nationale de France,http://data.bnf.fr/sparql,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,0,1,1,0,0.5,2.59
data-hnm-hu,data-hnm-hu - Hungarian National Museum Datasets,http://data.hnm.hu/sparql,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.61
data-incubator-climb,Climb Dataincubator,http://api.talis.com/stores/climb/services/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,1,0.0,1,0.75,0,1,1,1,0.75,2.57
data-incubator-discogs,Discogs in RDF,,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.59
data-incubator-moseley,Moseley Folk Festival Data,http://api.talis.com/stores/moseley/services/sparql,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,1,0.0,1,0.75,1,1,1,1,1.0,3.11
data-incubator-musicbrainz,Data Incubator: MusicBrainz,http://api.talis.com/stores/musicbrainz/services/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,1,0.0,1,0.75,1,1,1,1,1.0,2.84
data-szepmuveszeti-hu,data-szepmuveszeti-hu,http://data.szepmuveszeti.hu/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,1,0.0,1,0.75,1,1,1,1,1.0,2.84
datos-artium-org,datos-artium-org,http://datos.artium.org/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,1,0.0,1,0.75,1,1,1,1,1.0,2.84
datos-bne-es,datos.bne.es,http://datos.bne.es/sparql,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.36
dbtropes,DBTropes,,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.59
dbtune-artists-last-fm,DBTune.org Artists: Last.fm,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.04
dbtune-audioscrobbler,DBTune.org AudioScrobbler RDF Service,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.04
dbtune-classical,DBTune.org/classical,http://dbtune.org/classical/sparql/,[],False,1,0.0,1,0.44,0,1,0.57,0.5,1,0.0,1,0.62,1,0,0.0,1,0.5,0,1,1,0,0.5,2.19
dbtune-john-peel-sessions,DBTune.org John Peel sessions RDF server,http://dbtune.org/bbc/peel/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0,0.5,2.34
dbtune-magnatune,DBTune.org Magnatune RDF server,http://dbtune.org/magnatune/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0,0.5,2.34
dbtune-musicbrainz,DBTune.org Musicbrainz D2R Server,http://dbtune.org/musicbrainz/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.07
dbtune-myspace,DBTune.org MySpace RDF Service,http://dbtune.org/myspace/sparql/,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.07
deutsche-biographie,Deutsche Biographie,http://ndb.publink.lod2.eu/sparql,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0,0.5,2.34
deutsche-nationalbibliografie-dnb,Deutsche Nationalbibliografie (DNB),,"['https://data.dnb.de/opendata/dnb-all_lds.rdf.gz', 'https://data.dnb.de/opendata/dnb-all_lds.ttl.gz', 'https://data.dnb.de/opendata/dnb-all_lds.jsonld.gz', 'https://data.dnb.de/opendata/dnb-all_lds.nt.gz', 'https://data.dnb.de/opendata/dnb-all_lds.hdt.gz']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.59
dm2e,DM2E,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
dnb-gemeinsame-normdatei,Gemeinsame Normdatei (GND),,"['https://data.dnb.de/opendata/authorities-gnd_lds.nt.gz', 'https://data.dnb.de/opendata/authorities-gnd_lds.hdt.gz']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.59
dutch-ships-and-sailors,Dutch Ships and Sailors,http://semanticweb.cs.vu.nl/dss/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
ecco-tcp-linked-data,ECCO-TCP Eighteenth Century Texts Linked Data,http://api.kasabi.com/dataset/ecco-tcp-eighteenth-century-collections-online-texts/apis/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.5,1,0.0,1,0.62,1,1,0.0,1,0.75,1,1,1,1,1.0,2.96
eclap,ECLAP,http://www.eclap.eu/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
english-heritage-periods-list,English Heritage Periods List,http://heritagedata.org/live/sparql,[],False,1,0.0,1,0.78,0,1,0.63,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.38
enslaved.org,Enslaved.org,,['https://manta.matrix.msu.edu/msumatrix/public/exports/wikibase/2bde7b5b/latest.wikibase.dump.rdf.gz'],False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0,0.75,2.32
europeana-lod-v1,Europeana Linked Open Data V1.0,,[],False,1,0.0,1,0.78,0,1,0.63,1.0,1,0.0,1,0.75,1,1,0.79,1,0.95,1,1,1,1,1.0,3.33
europeana-sparql,Europeana SPARQL,http://europeana.ontotext.com/sparql,[],False,1,0.0,1,0.89,0,1,0.65,1.0,1,0.0,1,0.75,1,1,0.79,1,0.95,1,1,1,1,1.0,3.35
event-media,EventMedia,http://eventmedia.eurecom.fr/sparql,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.61
eventkg,EventKG,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
freeyork-org,Freeyork,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
geographic-names-information-system-gnis,Geographic Names Information System (GNIS),http://usgs-stko.geog.ucsb.edu:8080/sparql/select,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.07
getty-aat,Art & Architecture Thesaurus,http://vocab.getty.edu/sparql,[],False,1,0.0,1,0.78,0,1,0.63,1.0,1,0.0,1,0.75,1,1,0.0,1,0.75,1,1,1,1,1.0,3.13
getty-tgn,The Getty Thesaurus of Geographic Names,http://vocab.getty.edu/sparql,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.61
glastonbury-2011,Glastonbury 2011 Programme,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.06
googleart-wrapper,GoogleArt wrapper,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.06
greekchildrensartmuseum,Greek Children Art  Museum dataset,http://ct-linkdata.aegean.gr/gcam/sparql,"['https://www.childrensartmuseum.gr/LD-project/children_artworks.ttl', 'https://www.childrensartmuseum.gr/LD-project/children_artworks.rdf']",False,1,0.0,1,0.78,1,1,0.8,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.8
gutenberg,Project Gutenberg,,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.59
hebis-bibliographic-resources,HeBIS - Bibliographic Resources of the Library Union Catalogues of Hessen and parts of the Rhineland Palatinate,http://lod.hebis.de/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,1,0.0,1,0.75,1,1,1,1,1.0,2.84
hedatuz,Hedatuz,http://helheim.deusto.es/hedatuz/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,1,0.0,1,0.75,1,1,1,1,1.0,2.84
http:cultural-opposition.eu,COURAGE Dataset,http://courage.btk.mta.hu:3030/,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.07
https:www.childrensartmuseum.grLD-project,Greek Children Art  Museum dataset,,['https://www.childrensartmuseum.gr/LD-project/children_artworks.ttl'],False,1,0.0,1,0.56,1,1,0.76,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.76
hungarian-national-library-catalog,Hungarian National Library (NSZL) catalog,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
iislod-test,"Test Site, LOD Lab 317",http://sparql.odw.tw,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,1,0.0,0,0.5,1,1,1,1,1.0,3.09
Inztrow,Inztrow,,"['https://inztrow.bandcamp.com/album/inztrow-vol-1', 'https://distrokid.com/hyperfollow/cotixinztrow/dz7I']",False,1,0.0,1,0.33,0,1,0.56,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,0,1,1,0,0.5,2.06
ISSN:0080-3626,Pierwszy polski podręcznik bibliotekarski,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.04
jamendo-dbtune,DBTune.org Jamendo RDF Server,http://dbtune.org/jamendo/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0,0.5,2.34
jiscopenbib-bl_bnb-1,JISC Open Bibliography British National Bibliography dataset,http://bnb.data.bl.uk/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.07
jita,JITA Classification System of Library and Information Science,http://202.73.13.50:55824/catalogs/performance/repositories/jita,[],False,1,0.0,1,0.89,0,1,0.65,1.0,1,0.0,1,0.75,1,1,1.0,1,1.0,1,1,1,1,1.0,3.4
john-goodwins-family-tree,John Goodwin's Family Tree,http://api.talis.com/stores/jgoodwin-genealogy/services/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,1,0.0,1,0.75,0,1,1,1,0.75,2.57
judaicalink,JudaicaLink,,[],False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0,0.5,2.32
Kronika_naukowa_Biblioteki_Jagiellońskiej,Kronika naukowa Biblioteki Uniwersyteckiej w Łodzi,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.04
lcsh,Library of Congress Subject Headings,,[],False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0,0.5,2.32
lcsubjects,LCSubjects.org Library of Congress Subject Headings,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.06
ldt@library,Linked Open Data Taiwan @ Library,https://ld.ncl.edu.tw/graph.jsp,"['https://ld.ncl.edu.tw/download/Name_RDF_20230502.zip', 'https://ld.ncl.edu.tw/download/Subject_RDF_20230502.zip', 'https://ld.ncl.edu.tw/download/Classification_RDF_20230502.zip']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.61
libris,LIBRIS,http://libris.kb.se/sparql,[],False,1,0.2,1,0.67,0,1,0.64,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,1,1,1,0,0.75,2.89
libver,Public Library of Veroia,http://libver.math.auth.gr/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,1,0.0,1,0.75,1,1,1,1,1.0,2.84
linkedlccn,LinkedLCCN,http://api.talis.com/stores/rsinger-dev4/services/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.07
linkedmdb,Linked Movie DataBase,http://data.linkedmdb.org/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
lista-encabezamientos-materia,Lista de  Encabezamientos de Materia as Linked Open Data,http://id.sgcb.mcu.es/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.5,1,0.0,1,0.62,1,0,0.0,1,0.5,1,1,1,0,0.75,2.46
LucaniPharsalia,Lucani Pharsalia in LiLa,https://lila-erc.eu/sparql/lila_knowledge_base/sparql,['https://github.com/CIRCSE/LucaniPharsalia'],False,1,0.0,1,0.67,1,1,0.78,1.0,1,0.0,1,0.75,1,1,0.0,1,0.75,1,1,1,1,1.0,3.28
