KG id,KG name,KG SPARQL endpoint,RDF dump link,Ontology,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,R1.1 Machine- or human-readable license retrievable via any primary source,"R1.2 Publisher information, such as authors, contributors, publishers, and sources",R1.3-D Data organized in a standardized way,R1.3-M Metadata are described with VoID/DCAT predicates,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection
ecco-tcp-linked-data,ECCO-TCP Eighteenth Century Texts Linked Data,http://api.kasabi.com/dataset/ecco-tcp-eighteenth-century-collections-online-texts/apis/sparql,[],False,1,0.0,1,0.5555555555555556,0,1,0,1,Check manually,1,1,1,"['api/sparql', 'meta/void']",0,0,0,0,1
eclap,ECLAP,http://www.eclap.eu/sparql,[],False,1,0.0,1,0.5555555555555556,0,1,0,1,Check manually,1,1,1,['api/sparql'],0,0,0,0,1
english-heritage-periods-list,English Heritage Periods List,http://heritagedata.org/live/sparql,[],False,1,0.0,1,0.7777777777777778,0,1,1,1,1.0,1,1,1,"['JSON', 'HTML', 'application/n-triples', 'text/turtle', 'api/sparql', 'RDF', 'meta/void']",0,1,0,0,1
enslaved.org,Enslaved.org,,['https://manta.matrix.msu.edu/msumatrix/public/exports/wikibase/2bde7b5b/latest.wikibase.dump.rdf.gz'],False,1,0.0,1,0.4444444444444444,0,1,1,1,Check manually,1,1,1,['application/octet-stream'],0,1,0,0,0
europeana-lod-v1,Europeana Linked Open Data V1.0,,[],False,1,0.0,1,0.7777777777777778,0,1,1,1,Check manually,1,1,1,"['application/x-ntriples', 'application/x-ntriples', 'application/x-ntriples', 'application/x-ntriples', 'application/x-ntriples', 'application/x-ntriples', 'application/x-ntriples', 'application/x-ntriples', 'application/x-ntriples', 'application/x-ntriples', 'application/x-ntriples', 'application/x-ntriples', 'application/x-ntriples', 'application/x-ntriples', 'application/x-ntriples', 'application/x-ntriples', 'application/x-ntriples', 'application/x-ntriples', 'application/x-ntriples', 'application/x-ntriples', 'application/x-ntriples', 'application/x-ntriples', 'meta/void', 'RDF', 'meta/sitemap', 'application/x-ntriples']",1,1,1,"['http://rdfs.org/ns/void#', 'http://www.w3.org/2001/XMLSchema#', 'http://www.openarchives.org/ore/terms/', 'http://purl.org/dc/terms/', 'http://rdfs.org/sioc/services#', 'http://www.w3.org/ns/odrl/2/', 'http://usefulinc.com/ns/doap#', 'http://www.w3.org/ns/dqv#', 'http://www.w3.org/2004/02/skos/core#', 'http://www.w3.org/ns/dcat#', 'http://rdvocab.info/ElementsGr2/', 'http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#', 'http://www.w3.org/2002/07/owl#', 'http://xmlns.com/foaf/0.1/', 'http://www.w3.org/2003/01/geo/wgs84_pos#', 'http://purl.org/dc/elements/1.1/', 'http://creativecommons.org/ns#', 'http://www.w3.org/ns/oa#', 'http://www.europeana.eu/schemas/edm/']",1
europeana-sparql,Europeana SPARQL,http://europeana.ontotext.com/sparql,[],False,1,0.0,1,0.8888888888888888,0,1,1,1,Check manually,1,1,1,"['api/sparql', 'meta/rdf-schema', 'meta/void']",1,0,1,"['http://rdfs.org/ns/void#', 'http://www.w3.org/2001/XMLSchema#', 'http://www.openarchives.org/ore/terms/', 'http://purl.org/dc/terms/', 'http://rdfs.org/sioc/services#', 'http://www.w3.org/ns/odrl/2/', 'http://usefulinc.com/ns/doap#', 'http://www.w3.org/ns/dqv#', 'http://www.w3.org/2004/02/skos/core#', 'http://www.w3.org/ns/dcat#', 'http://rdvocab.info/ElementsGr2/', 'http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#', 'http://www.w3.org/2002/07/owl#', 'http://xmlns.com/foaf/0.1/', 'http://www.w3.org/2003/01/geo/wgs84_pos#', 'http://purl.org/dc/elements/1.1/', 'http://creativecommons.org/ns#', 'http://www.w3.org/ns/oa#', 'http://www.europeana.eu/schemas/edm/']",1
event-media,EventMedia,http://eventmedia.eurecom.fr/sparql,[],False,1,0.0,1,0.6666666666666666,0,1,1,1,Check manually,1,1,1,"['meta/rdf-schema', 'mapping/OWL', 'mapping/OWL', 'api/sparql', 'application/x-ntriples', 'application/x-ntriples', 'application/x-ntriples']",0,1,0,0,1
eventkg,EventKG,,[],False,1,0.0,1,0.4444444444444444,0,1,0,1,Check manually,1,1,1,['nq'],0,0,0,0,1
freeyork-org,Freeyork,,[],False,1,0.0,1,0.4444444444444444,0,1,0,1,Check manually,1,1,1,"['application/rdf+xml', 'application/rdf+xml;charset=UTF-8']",0,0,0,0,1
geographic-names-information-system-gnis,Geographic Names Information System (GNIS),http://usgs-stko.geog.ucsb.edu:8080/sparql/select,[],False,1,0.0,1,0.5555555555555556,0,1,0,1,Check manually,1,1,1,"['rdf/turtle', 'rdf/turtle', 'ZIP', 'api/sparql', 'rdf/turtle']",0,0,0,0,1
getty-aat,Art & Architecture Thesaurus,http://vocab.getty.edu/sparql,[],False,1,0.0,1,0.7777777777777778,0,1,1,1,Check manually,1,1,1,"['HTML', 'api/sparql', 'owl, ontology, meta/owl', 'HTML', 'application/n-triples, application/zip', 'application/n-triples, application/zip', 'meta/void']",0,0,0,0,1
getty-tgn,The Getty Thesaurus of Geographic Names,http://vocab.getty.edu/sparql,[],False,1,0.0,1,0.6666666666666666,0,1,1,1,Check manually,1,1,1,"['HTML', 'api/sparql', 'owl, ontology, meta/owl', 'HTML', 'ZIP', 'ZIP']",0,0,0,0,1
glastonbury-2011,Glastonbury 2011 Programme,,[],False,1,0.0,1,0.3333333333333333,0,1,0,1,Check manually,1,1,1,"['RDF', 'RDF']",0,0,0,0,0
googleart-wrapper,GoogleArt wrapper,,[],False,1,0.0,1,0.4444444444444444,0,1,0,1,Check manually,1,1,1,['application/x-ntriples'],0,0,0,0,1
greekchildrensartmuseum,Greek Children Art  Museum dataset,http://ct-linkdata.aegean.gr/gcam/sparql,"['https://www.childrensartmuseum.gr/LD-project/children_artworks.ttl', 'https://www.childrensartmuseum.gr/LD-project/children_artworks.rdf']",False,1,0.0,1,0.7777777777777778,1,1,1,1,Check manually,1,1,1,"['text/turtle', 'text/html; charset=utf-8', '', '', '', '']",0,1,0,0,1
gutenberg,Project Gutenberg,,[],False,1,0.0,1,0.5555555555555556,0,1,1,1,Check manually,1,1,1,['bz2'],0,0,0,0,1
hebis-bibliographic-resources,HeBIS - Bibliographic Resources of the Library Union Catalogues of Hessen and parts of the Rhineland Palatinate,http://lod.hebis.de/sparql,[],False,1,0.0,1,0.5555555555555556,0,1,0,1,Check manually,1,1,1,"['meta/void', 'api/sparql', 'php', 'RDF', 'RDF', 'RDF', 'RDF', 'RDF', 'RDF']",0,0,0,0,1
hedatuz,Hedatuz,http://helheim.deusto.es/hedatuz/sparql,[],False,1,0.0,1,0.5555555555555556,0,1,0,1,Check manually,1,1,1,"['RDF', 'api/sparql', 'meta/void']",0,0,0,0,1
http:cultural-opposition.eu,COURAGE Dataset,http://courage.btk.mta.hu:3030/,[],False,1,0.0,1,0.4444444444444444,0,1,0,1,Check manually,1,1,1,['application/zip'],0,0,0,0,0
https:www.childrensartmuseum.grLD-project,Greek Children Art  Museum dataset,,['https://www.childrensartmuseum.gr/LD-project/children_artworks.ttl'],False,1,0.0,1,0.5555555555555556,1,1,1,1,Check manually,1,1,1,[''],0,0,0,0,1
hungarian-national-library-catalog,Hungarian National Library (NSZL) catalog,,[],False,1,0.0,1,0.5555555555555556,0,1,0,1,Check manually,1,1,1,['api/sparql'],0,0,0,0,1
iislod-test,"Test Site, LOD Lab 317",http://sparql.odw.tw,[],False,1,0.0,1,0.5555555555555556,0,1,1,1,1.0,1,1,1,['api/sparql'],1,0,1,0,0
Inztrow,Inztrow,,"['https://inztrow.bandcamp.com/album/inztrow-vol-1', 'https://distrokid.com/hyperfollow/cotixinztrow/dz7I']",False,1,0.0,1,0.4444444444444444,0,1,1,1,Check manually,1,1,1,"['', '']",0,0,0,0,0
ISSN:0080-3626,Pierwszy polski podręcznik bibliotekarski,,[],False,1,0.0,1,0.2222222222222222,0,1,0,1,Check manually,1,1,1,[],0,0,0,0,0
jamendo-dbtune,DBTune.org Jamendo RDF Server,http://dbtune.org/jamendo/sparql/,[],False,1,0.0,1,0.6666666666666666,0,1,1,1,Check manually,1,1,1,"['api/sparql', 'RDF']",0,1,0,0,1
jiscopenbib-bl_bnb-1,JISC Open Bibliography British National Bibliography dataset,http://bnb.data.bl.uk/sparql,[],False,1,0.0,1,0.4444444444444444,0,1,0,1,Check manually,1,1,1,"['RDF', 'api/sparql', 'PDF', 'HTML']",0,0,0,0,0
jita,JITA Classification System of Library and Information Science,http://202.73.13.50:55824/catalogs/performance/repositories/jita,[],False,1,0.0,1,0.8888888888888888,0,1,1,1,Check manually,1,1,1,"['RDF', 'api/sparql', 'meta/rdf-schema', 'meta/void']",1,1,1,['http://www.w3.org/2004/02/skos/core#'],1
john-goodwins-family-tree,John Goodwin's Family Tree,http://api.talis.com/stores/jgoodwin-genealogy/services/sparql,[],False,1,0.0,1,0.5555555555555556,0,1,0,1,Check manually,1,1,1,"['meta/void', 'api/sparql']",0,0,0,0,1
judaicalink,JudaicaLink,,[],False,1,0.0,1,0.5555555555555556,0,1,1,1,Check manually,1,1,1,"['', '']",0,0,0,0,1
Kronika_naukowa_Biblioteki_Jagiellońskiej,Kronika naukowa Biblioteki Uniwersyteckiej w Łodzi,,[],False,1,0.0,1,0.2222222222222222,0,1,0,1,Check manually,1,1,1,[],0,0,0,0,0
lcsh,Library of Congress Subject Headings,,[],False,1,0.0,1,0.5555555555555556,0,1,1,1,Check manually,1,1,1,"['application/x-ntriples', 'RDF']",0,1,0,0,1
lcsubjects,LCSubjects.org Library of Congress Subject Headings,,[],False,1,0.0,1,0.4444444444444444,0,1,0,1,Check manually,1,1,1,"['RDF, SPARQL+XML', 'RSS1.0']",0,0,0,0,1
ldt@library,Linked Open Data Taiwan @ Library,https://ld.ncl.edu.tw/graph.jsp,"['https://ld.ncl.edu.tw/download/Name_RDF_20230502.zip', 'https://ld.ncl.edu.tw/download/Subject_RDF_20230502.zip', 'https://ld.ncl.edu.tw/download/Classification_RDF_20230502.zip']",False,1,0.0,1,0.6666666666666666,0,1,1,1,Check manually,1,1,1,"['text/html;charset=UTF-8', 'application/rdf+xml;charset=UTF-8', 'application/x-turtle;charset=UTF-8', 'text/plain;charset=UTF-8', 'application/ld+json;charset=UTF-8', 'text/html;charset=UTF-8', 'application/rdf+xml;charset=UTF-8', 'application/x-turtle;charset=UTF-8', 'text/plain;charset=UTF-8', 'application/ld+json;charset=UTF-8', 'text/html;charset=UTF-8', '', '', 'application/zip', 'application/zip', 'application/zip']",0,0,0,0,1
libris,LIBRIS,http://libris.kb.se/sparql,[],False,1,0.2,1,0.6666666666666666,0,1,1,1,1.0,1,1,1,['api/sparql'],0,0,0,0,1
libver,Public Library of Veroia,http://libver.math.auth.gr/sparql,[],False,1,0.0,1,0.5555555555555556,0,1,0,1,Check manually,1,1,1,"['api/sparql', 'api/search', 'RDF', 'meta/void']",0,0,0,0,1
linkedlccn,LinkedLCCN,http://api.talis.com/stores/rsinger-dev4/services/sparql,[],False,1,0.0,1,0.5555555555555556,0,1,0,1,Check manually,1,1,1,['api/sparql'],0,0,0,0,1
linkedmdb,Linked Movie DataBase,http://data.linkedmdb.org/sparql,[],False,1,0.0,1,0.5555555555555556,0,1,0,1,Check manually,1,1,1,"['api/sparql', 'RDF']",0,0,0,0,1
lista-encabezamientos-materia,Lista de  Encabezamientos de Materia as Linked Open Data,http://id.sgcb.mcu.es/sparql,[],False,1,0.0,1,0.5555555555555556,0,1,0,1,Check manually,1,1,1,"['api/sparql', 'ZIP', 'application/marc', 'HTML', 'meta/sitemap']",0,0,0,0,1
LucaniPharsalia,Lucani Pharsalia in LiLa,https://lila-erc.eu/sparql/lila_knowledge_base/sparql,['https://github.com/CIRCSE/LucaniPharsalia'],False,1,0.0,1,0.6666666666666666,1,1,1,1,Check manually,1,1,1,[''],0,0,0,0,1
massobservationarchivecatalogue,Mass Observation Archive catalogue,http://api.talis.com/stores/massobservation/services/sparql,[],False,1,0.0,1,0.4444444444444444,0,1,0,1,Check manually,1,1,1,"['api/sparql', 'HTML', 'RDF']",0,0,0,0,0
mismuseos-gnoss,"Mis Museos, índice semántico de museos, artistas y obras de arte (GNOSS)",,[],False,1,0.0,1,0.5555555555555556,0,1,1,1,Check manually,1,1,1,"['text/html; charset=utf-8', 'text/html; charset=utf-8', 'text/html; charset=utf-8', '', '']",0,0,0,0,1
muninn-world-war-i,Muninn World War I,http://rdf.muninn-project.org/sparql,[],False,1,0.0,1,0.8888888888888888,0,1,1,1,Check manually,1,1,1,"['api/sparql', 'compressed tarfile containing n-triples', 'meta/rdf-schema', 'application/x-nquads', 'meta/sitemap', 'meta/void', 'mapping/owl', 'application/n-triples']",1,1,1,"['http://rdf.muninn-project.org/ontologies/muninn#', 'http://purl.org/dc/elements/1.1/', 'http://creativecommons.org/ns#', 'http://rdf.muninn-project.org/ontologies/organization#', 'http://rdf.muninn-project.org/ontologies/appearances#', 'http://rdf.muninn-project.org/ontologies/documents#', 'http://rdf.muninn-project.org/ontologies/military#', 'http://dbpedia.org/resource/', 'http://purl.org/dc/terms/', 'http://usefulinc.com/ns/doap#', 'http://rdf.muninn-project.org/ontologies/religion#', 'http://www.w3.org/2003/06/sw-vocab-status/ns#', 'http://www.w3.org/2003/11/swrlb#', 'http://rdf.muninn-project.org/ontologies/btmaps#', 'http://rdf.muninn-project.org/ontologies/naval#', 'http://rdf.muninn-project.org/ontologies/jp1#', 'http://www.w3.org/2006/time#', 'http://www.w3.org/TR/void/', 'http://www.w3.org/2004/02/skos/core#', 'http://xmlns.com/foaf/spec/', 'http://www.w3.org/2003/11/swrl#', 'http://www.w3.org/ns/prov#', 'http://purl.org/vocab/vann/', 'http://rdf.muninn-project.org/ontologies/ott#']",1
museosespania-gnoss,"Museos de España, colección de museos públicos y privados españoles (GNOSS)",,[],False,1,0.0,1,0.5555555555555556,0,1,1,1,Check manually,1,1,1,"['meta/owl', 'meta/void']",0,0,0,0,1
museums-in-italy,Italian Museums,http://sparql.linkedopendata.it/musei,[],False,1,0.0,1,0.5555555555555556,0,1,0,1,Check manually,1,1,1,"['api/sparql', 'rdf+xml', 'meta/void']",0,0,0,0,1
muziekweb,Muziekweb,https://data.muziekweb.nl/MuziekwebOrganization/Muziekweb/sparql/Muziekweb,"['https://data.muziekweb.nl/MuziekwebOrganization/Muziekweb/download.trig.gz', 'https://data.muziekweb.nl/MuziekwebOrganization/Muziekweb/download.nt.gz', 'https://data.muziekweb.nl/MuziekwebOrganization/Muziekweb/download.nq.gz', 'https://data.muziekweb.nl/MuziekwebOrganization/Muziekweb/download.ttl.gz']",False,1,0.0,1,0.6666666666666666,0,1,1,1,0.5,1,1,1,"['text/turtle', 'text/turtle', 'text/turtle', 'text/turtle', 'application/trig', 'application/trig', 'application/n-triples', 'application/n-quads', '']",0,1,0,0,1
national-library-of-greece-authority-records,National Library of Greece Authority Records,http://nlg.okfn.gr/sparql,[],False,1,0.0,1,0.5555555555555556,0,1,0,1,Check manually,1,1,1,['application/rdf+xml'],0,0,0,0,1
nlr-dataset-mod,National Library of Russia BibCore Dataset,,[],False,1,0.0,1,0.4444444444444444,0,1,1,1,Check manually,1,1,1,"['application/rdf+xml', 'application/rdf+xml', 'application/rdf+xml', '', '', 'TXT', 'TXT']",0,1,0,0,0
nom,Nomenclature for Museum Cataloging,https://nomenclature.info/sparql,"['https://nomenclature.info/dataset/datadump.jsonld', 'https://nomenclature.info/dataset/datadump.ttl', 'https://nomenclature.info/dataset/datadump.rdf', 'https://page.nomenclature.info/api/excel/nomenclature-sortEn.csv']",False,1,0.0,1,0.6666666666666666,0,1,1,1,Check manually,1,1,1,"['text/turtle;charset=UTF-8', 'text/turtle;charset=UTF-8', '', '', '', '', '.jsonld', '', '', '']",0,0,0,0,1
